kod;marka;model;nazwa;kategoria;zastosowanie;pewnosc;stare_zastosowanie
MO9_58281;BKT;AGRIMAX RT 855;420/80R46 BKT AGRIMAX RT 855 159D/170A2 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_58265;BKT;AGRIMAX RT 765;620/70R38 BKT AGRIMAX RT 765 170D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_58239;BKT;AGRIMAX RT 657;600/65R38 BKT AGRIMAX RT 657 159D/162A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_57994;BKT;TR 135;13.6x24 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_56725;BKT;AGRIMAX RT 855;320/85R34 BKT AGRIMAX RT 855 141A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_56612;BKT;TR 128;6.00x12 BKT TR 128 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_56532;BKT;TR 171;6.00x12 BKT TR 171 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_56411;BKT;AGRIMAX SIRIO;600/70R30 BKT AGRIMAX SIRIO 165D/162E TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_55825;BKT;TF 8181;6.00x19 BKT TF 8181 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_55749;BKT;Agrimax RT 855;250/85R20 BKT Agrimax RT 855 116A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_55467;BKT;TR 387;23.1x26 BKT TR 387 153A6 12PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_55205;BKT;AGRIMAX RT 765 E;320/70R24 BKT AGRIMAX RT 765 E 116D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_54389;BKT;TR 171;13.6x26 BKT TR 171 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_54329;BKT;AGRIMAX RT 945;380/90R50 BKT AGRIMAX RT 945 151A8/151B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_54280;BKT;TF 8181;5.50x16 BKT TF 8181 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_54043;BKT;TR 135;13.6x28 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_53899;BKT;AGRIMAX FORTIS;800/70R38 BKT AGRIMAX FORTIS 178D/181A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_53841;BKT;AGRIMAX RT 945;380/90R46 BKT AGRIMAX RT 945 159A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_52943;BKT;FARM 2000;250/80x18 BKT FARM 2000 127A8 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_52888;BKT;TF 9090 E;4.00x12 BKT TF 9090 E 4PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_52552;BKT;AGRIMAX RT 955;300/95R52 BKT AGRIMAX RT 955 151A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_52537;BKT;TR 459;18.4x24 BKT TR 459 12PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_52469;BKT;AGRIMAX RT 855;420/85R38 BKT AGRIMAX RT 855 144A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_52088;BKT;AGRIMAX RT 765;620/70R42 BKT AGRIMAX RT 765 160D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_51642;BKT;TR 135;18.4x30 BKT TR 135 12PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_51242;BKT;TR 171;13.6x28 BKT TR 171 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_51217;BKT;AGRIMAX RT 657;600/65R28 BKT AGRIMAX RT 657 154D/157A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_50835;BKT;TR 135;9.5x30 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_50683;BKT;AGRIMAX RT 657;320/65R18 BKT AGRIMAX RT 657 109A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_50620;BKT;RT 747;17.5L-24 BKT RT 747 152A8/149B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_49828;BKT;RIDEMAX IT 696;440/80R28 BKT RIDEMAX IT 696 156A/151D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_49564;BKT;TR 171;13.6x26 BKT TR 171 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_49561;BKT;TR 678;280/60x15.5 BKT TR 678 115A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_49525;BKT;AGRIMAX RT 765;650/75R38 BKT AGRIMAX RT 765 169D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_49502;BKT;AGRIMAX RT 855;380/85R34 BKT AGRIMAX RT 855 137A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_48460;BKT;TR 675;500/60x22.5 BKT TR 675 12PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_48078;BKT;AGRIMAX SPARGO E;380/85R38 BKT AGRIMAX SPARGO E 161D;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_48029;BKT;FARM 2000;250/80x16 BKT FARM 2000 125A8 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47909;BKT;TR 315 Zam. Zam.;26x12-12 BKT TR 315 Zam. Zam. 8PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47746;BKT;AGRIMAX RT 855;480/80R46 BKT AGRIMAX RT 855 158A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47701;BKT;TR 459;18.4x28 BKT TR 459 12PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_47570;BKT;AGRIMAX RT 955;270/95R32 BKT AGRIMAX RT 955 136A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47417;BKT;AGRIMAX RT 765 E;480/70R34 BKT AGRIMAX RT 765 E 149D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47337;BKT;AGRIMAX FORCE;800/70R38 BKT AGRIMAX FORCE 184D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47322;BKT;TF 9090;6.00x16 BKT TF 9090 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47135;BKT;TR 135;20.8x38 BKT TR 135 12PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47068;BKT;TR 315;16x6.50-8 BKT TR 315 6PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_47027;BKT;TR 135;9.5x36 BKT TR 135 10PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_46705;BKT;TR 135;11.2x20 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_46320;BKT;TR 135;23.1x30 BKT TR 135 12PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_46098;BKT;TR 137;24.5x32 BKT TR 137 14PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_46088;BKT;AGRIMAX RT 765 E;280/70R16 BKT AGRIMAX RT 765 E 112A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_46004;BKT;TR 171 E;12.4x24 BKT TR 171 E 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_45895;BKT;TR 387;23.1x26 BKT TR 387 145A6 8PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_45764;BKT;TR 315;23x8.5-12 BKT TR 315 6PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_45755;BKT;AGRIMAX RT 765 E;480/70R24 BKT AGRIMAX RT 765 E 138D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_45668;BKT;AGRIMAX RT 600 E;540/65R28 BKT AGRIMAX RT 600 E 142D/145A8;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_45636;BKT;TR 135;12.4x32 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_45553;BKT;AGRIMAX FORCE;650/65R34 BKT AGRIMAX FORCE 161D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_45326;BKT;AGRIMAX RT 855;250/85R24 BKT AGRIMAX RT 855 109A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_45148;BKT;TR 135;9.5x28 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_44997;BKT;TR 360;18x7-8 BKT TR 360 6PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_44496;BKT;TR 171;8.3x24 BKT TR 171 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_44351;BKT;AGRIMAX RT 765 E;420/70R28 BKT AGRIMAX RT 765 E 133D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_44337;BKT;AGRIMAX RT 765 E;520/70R38 BKT AGRIMAX RT 765 E 150D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_44297;BKT;AGRIMAX RT 855;210/95R20 BKT AGRIMAX RT 855 110A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_43783;BKT;TR 171;9.5x18 BKT TR 171 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_43761;BKT;AGRIMAX RT 955;340/85R46 BKT AGRIMAX RT 955 150A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_43429;BKT;TF 9090;4.00x12 BKT TF 9090 60A8 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_42968;BKT;AGRIMAX RT 765;260/70R16 BKT AGRIMAX RT 765 109A8/109B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_42923;BKT;TR 135;12.4x36 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_42921;BKT;AGRIMAX FORTIS;600/70R30 BKT AGRIMAX FORTIS 158D/161A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_42762;BKT;AGRIMAX RT 765;240/70R16 BKT AGRIMAX RT 765 104A8/104B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_42516;BKT;AGRIMAX FORCE;650/85R38 BKT AGRIMAX FORCE 179D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_42510;BKT;AGRIMAX RT 855;460/85R30 BKT AGRIMAX RT 855 145A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_41679;BKT;TR 171;9.5x22 BKT TR 171 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_41346;BKT;TF 9090;6.00x19 BKT TF 9090 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_40970;BKT;AGRIMAX RT 657;540/65R30 BKT AGRIMAX RT 657 150D/153A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_40776;BKT;TR 135;13.6x36 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_40319;BKT;AGRIMAX RT 765;260/70R20 BKT AGRIMAX RT 765 113A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_40078;BKT;TR 135;16.9x24 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_39966;BKT;AGRIMAX FORTIS;710/75R42 BKT AGRIMAX FORTIS 175D/172E TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_39872;BKT;AGRIMAX RT 765 E;480/70R38 BKT AGRIMAX RT 765 E 145D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_39339;BKT;AGRIMAX RT 855;520/85R38 BKT AGRIMAX RT 855 155A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_39331;BKT;TF 8181;4.50x16 BKT TF 8181 4PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_39200;BKT;TR 678;280/60x15.5 BKT TR 678 128A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_38951;BKT;TR 135;8.3x24 BKT TR 135 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_38728;BKT;AGRIMAX RT 765;200/70R16 BKT AGRIMAX RT 765 94A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_38444;BKT;AGRIMAX RT 855;320/85R24 BKT AGRIMAX RT 855 122A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_38366;BKT;AGRIMAX RT 855;320/85R36 BKT AGRIMAX RT 855 128A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_38272;BKT;AGRIMAX RT 855;420/85R28 BKT AGRIMAX RT 855 139A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_37626;BKT;TR 144;9.5x16 BKT TR 144 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_37513;BKT;TR 270 DOT;20.8x38 BKT TR 270 DOT 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_37485;BKT;AGRIMAX RT 955;270/95R36 BKT AGRIMAX RT 955 139A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_37408;BKT;AGRIMAX RT 955;230/95R40 BKT AGRIMAX RT 955 132A8/132B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_36723;BKT;AGRIMAX RT 657;440/65R24 BKT AGRIMAX RT 657 135D/138A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_36703;BKT;AGRIMAX RT 855;210/95R16 BKT AGRIMAX RT 855 106A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_36668;BKT;TF 9090;4.00x19 BKT TF 9090 4PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_36491;BKT;TR 135;13.6x38 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_36309;BKT;TR 387;23.1x26 BKT TR 387 159A6 16PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_36226;BKT;TR 135;16.9x30 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_35822;BKT;AGRIMAX RT 955;230/95R32 BKT AGRIMAX RT 955 128A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_35627;BKT;AGRIMAX RT 765 E;360/70R28 BKT AGRIMAX RT 765 E 125D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_35199;BKT;TR 135;14.9x26 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_34719;BKT;AGRIMAX FORCE;710/75R42 BKT AGRIMAX FORCE 181D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_34250;BKT;TR 135;12.4x38 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_34190;BKT;TR 675;550/60x22.5 BKT TR 675 16PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_34172;BKT;TR 135;8.3x28 BKT TR 135 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_34087;BKT;AGRIMAX SIRIO high speed;710/70R38 BKT AGRIMAX SIRIO high speed 171D/168E TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_33713;BKT;TR 144;9.5x22 BKT TR 144 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_33432;BKT;AGRIMAX RT 765 E;710/70R42 BKT AGRIMAX RT 765 E 176D/179A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_33325;BKT;TR 171 E;5.00x12 BKT TR 171 E 4PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_32432;BKT;Ridemax IT 696 E;480/80R34 BKT Ridemax IT 696 E 164A8/159D;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_31899;BKT;AGRIMAX RT 600 E;800/65R32 BKT AGRIMAX RT 600 E 181A8/178B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_31896;BKT;AGRIMAX RT 955;270/95R38 BKT AGRIMAX RT 955 140A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_31578;BKT;AGRIMAX RT 765 E;620/70R46 BKT AGRIMAX RT 765 E 162D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_31466;BKT;TR 459;14.9x24 BKT TR 459 12PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_31367;BKT;AGRIMAX RT 955;230/95R36 BKT AGRIMAX RT 955 130A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_31282;BKT;TF 9090;7.50x20 BKT TF 9090 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_30678;BKT;Agrimax RT 855;480/80R50 BKT Agrimax RT 855 159A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_30319;BKT;AGRIMAX RT 657;340/65R18 BKT AGRIMAX RT 657 113A8/113B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_30190;BKT;AGRIMAX RT 945;380/90R54 BKT AGRIMAX RT 945 158A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_30183;BKT;AGRIMAX RT 955;210/90R24 BKT AGRIMAX RT 955 107A8/107B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_30086;BKT;AGRIMAX RT 600;620/75R26 BKT AGRIMAX RT 600 167A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_29808;BKT;AGRIMAX RT 657;420/65R24 BKT AGRIMAX RT 657 141A8/138D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_29301;BKT;TR 135;8.3x36 BKT TR 135 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_28977;BKT;AGRIMAX RT 855;420/85R30 BKT AGRIMAX RT 855 140A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_28945;BKT;TR 171;12.4x28 BKT TR 171 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_28943;BKT;AGRIMAX RT 855;210/95R18 BKT AGRIMAX RT 855 108A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_28889;BKT;TF 9090;6.00x16 BKT TF 9090 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_28612;BKT;AGRIMAX FORCE E;600/70R28 BKT AGRIMAX FORCE E 164D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_28497;BKT;TF 8181;7.50x20 BKT TF 8181 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_27809;BKT;AGRIMAX FORCE;710/60R34 BKT AGRIMAX FORCE 170D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_27723;BKT;RT 747;19.5L-24 BKT RT 747 157A8/154B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_27624;BKT;AGRIMAX RT 855;320/85R32 BKT AGRIMAX RT 855 126A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_27562;BKT;TR 678 FRS SPL STBT;600/65x34 BKT TR 678 FRS SPL STBT 14PR TL;leśne;Ciągnik;PEWNE;Ciągnik
MO9_27304;BKT;AGRIMAX RT 600 1 E;050/50R32 BKT AGRIMAX RT 600 1 E 184A8/181B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_27152;BKT;TR 171;9.5x16 BKT TR 171 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_27068;BKT;TR 135;12.4x28 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_27063;BKT;AGRIMAX RT 765;380/70R20 BKT AGRIMAX RT 765 132A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_26914;BKT;RIDEMAX IT-696;400/80R28 BKT RIDEMAX IT-696 151A8/146D TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_26641;BKT;TR 270;23.1x30 BKT TR 270 10PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_26267;BKT;AGRIMAX RT 657;480/65R28 BKT AGRIMAX RT 657 142D/145A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_25559;BKT;AGRIMAX RT 855;340/85R28 BKT AGRIMAX RT 855 127A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_25484;BKT;TR 135;9.5x24 BKT TR 135 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_25380;BKT;TR 678 DUAL BEAD;600/40x22.5 BKT TR 678 DUAL BEAD 169A8 20PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_24935;BKT;RIDEMAX IT 696;340/80R24 BKT RIDEMAX IT 696 140A8/135D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_24469;BKT;AGRIMAX RT 765 E;360/70R24 BKT AGRIMAX RT 765 E 122D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_24441;BKT;TF 9090;5.50x16 BKT TF 9090 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_24322;BKT;AGRIMAX RT 657;440/65R20 BKT AGRIMAX RT 657 141A8/138D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_24282;BKT;TR 313;31x15.5-15 BKT TR 313 8PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_24259;BKT;AGRIMAX FORCE;800/70R42 BKT AGRIMAX FORCE 186D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_24102;BKT;TR 315;23x10.50-12 BKT TR 315 6PR TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_23841;BKT;TF 8181 sz.;7.50x16 BKT TF 8181 sz. 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_23443;BKT;AGRIMAX RT 765 E;420/70R24 BKT AGRIMAX RT 765 E 134D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_23391;BKT;TR 144;8.3x20 BKT TR 144 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_23150;BKT;TF 8181;6.50x20 BKT TF 8181 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22997;BKT;AGRIMAX RT 855;380/85R24 BKT AGRIMAX RT 855 131A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22691;BKT;RIDEMAX IT 696 E;400/80R24 BKT RIDEMAX IT 696 E 149A8/144D;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22661;BKT;TR 387;18.4x30 BKT TR 387 8PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_22579;BKT;AGRIMAX RT 600;650/65R38 BKT AGRIMAX RT 600 157D/160A8;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22343;BKT;TR 171;11.2x24 BKT TR 171 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22195;BKT;AGRIMAX RT 955;210/95R28 BKT AGRIMAX RT 955 116A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22180;BKT;AGRIMAX RT 855;320/85R28 BKT AGRIMAX RT 855 124A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22141;BKT;AGRIMAX RT 765;280/70R20 BKT AGRIMAX RT 765 116A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_22126;BKT;AGRIMAX RT 855;520/85R46 BKT AGRIMAX RT 855 158A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_21857;BKT;AGRIMAX RT 657;540/65R24 BKT AGRIMAX RT 657 146D/149A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_21832;BKT;AGRIMAX RT 600;710/70R38 BKT AGRIMAX RT 600 178D/181A TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_21771;BKT;AGRIMAX RT 855;280/85R20 BKT AGRIMAX RT 855 112A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_21576;BKT;AGRIMAX RT 657;480/65R24 BKT AGRIMAX RT 657 140D/143A8 TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_20878;BKT;AGRIMAX RT 765;280/70R18 BKT AGRIMAX RT 765 114A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_20445;BKT;TR 135;18.4x34 BKT TR 135 10PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_20020;BKT;AGRIMAX RT 955;340/85R48 BKT AGRIMAX RT 955 152A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_19971;BKT;AGRIMAX RT 855;520/85R42 BKT AGRIMAX RT 855 157A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_19912;BKT;TR 171 E;9.5x24 BKT TR 171 E 6PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_19491;BKT;TR 171;11.2x26 BKT TR 171 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_19445;BKT;AGRIMAX RT 855;480/80R42 BKT AGRIMAX RT 855 151A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_19216;BKT;AGRIMAX RT 855;250/85R28 BKT AGRIMAX RT 855 112A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_19136;BKT;TF 9090;7.50x18 BKT TF 9090 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_18687;BKT;TR 135;12.4x20 BKT TR 135 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_18459;BKT;AGRIMAX RT955 E;300/85R42 BKT AGRIMAX RT955 E 144A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_18091;BKT;AGRIMAX RT 765 E;380/70R28 BKT AGRIMAX RT 765 E 127D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_17796;BKT;TR 387;18.4x26 BKT TR 387 12PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_17794;BKT;AGRIMAX RT 955;270/95R44 BKT AGRIMAX RT 955 142A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_17681;BKT;AGRIMAX RT 945;320/90R42 BKT AGRIMAX RT 945 139A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_17324;BKT;AGRIMAX RT 765 E;710/70R42 BKT AGRIMAX RT 765 E 173D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_17252;BKT;AGRIMAX RT 657;420/65R20 BKT AGRIMAX RT 657 138A8/135D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_17246;BKT;AGRIMAX RT 855;280/85R28 BKT AGRIMAX RT 855 118A8/B TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_17167;BKT;TF 8181;6.00x18 BKT TF 8181 8PR TT;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_17065;BKT;TR 459;16.9x24 BKT TR 459 12PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_17033;BKT;TR 459;16.9x28 BKT TR 459 152A8 12PR TL;przemysłowe;Ciągnik;PEWNE;Ciągnik
MO9_16889;BKT;AGRIMAX FORCE;600/70R30 BKT AGRIMAX FORCE 165D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
MO9_16749;BKT;AGRIMAX FORCE;650/85R42 BKT AGRIMAX FORCE 180D TL;rolnicze;Ciągnik;PEWNE;Ciągnik
